,date,private,foreign,institution
3092,14-08-08,-68,626,-558
3093,13-08-08,2193,-56,-2137
3094,12-08-08,-2479,1606,873
3095,11-08-08,-2051,-1171,3222
3096,08-08-08,-286,-397,683
3097,07-08-08,269,357,-626
3098,06-08-08,-1770,-786,2556
3099,05-08-08,-342,-5730,6072
3100,04-08-08,3338,-953,-2384
3101,01-08-08,1342,-1147,-195
3102,31-07-08,-1579,847,732
3103,30-07-08,349,-2610,2261
3104,29-07-08,2919,-1522,-1397
3105,28-07-08,2301,-2602,301
3106,25-07-08,1071,-1813,741
3107,24-07-08,-2821,1662,1160
3108,23-07-08,-1312,-2793,4106
3109,22-07-08,-116,-2001,2117
3110,21-07-08,-3455,-2056,5511
3111,18-07-08,1243,-1805,561
3112,17-07-08,1942,-1338,-605
3113,16-07-08,1697,-4374,2678
3114,15-07-08,1683,-2475,792
3115,14-07-08,1323,-2261,938
3116,11-07-08,1150,-3278,2129
3117,10-07-08,-194,-2611,2805
3118,09-07-08,505,-1814,1308
3119,08-07-08,-892,-2630,3522
3120,07-07-08,-1555,-1167,2723
3121,04-07-08,561,-2658,2097
3122,03-07-08,-2461,-4435,6896
3123,02-07-08,-1641,-4219,5860
3124,01-07-08,-1108,-1483,2591
3125,30-06-08,-2822,-1491,4313
3126,27-06-08,181,-4113,3932
3127,26-06-08,-222,-193,414
3128,25-06-08,243,-3022,2779
3129,24-06-08,1247,-3692,2444
3130,23-06-08,634,-4010,3376
3131,20-06-08,1272,-1871,599
3132,19-06-08,3048,-2578,-471
3133,18-06-08,-1084,-2179,3262
3134,17-06-08,892,-1953,1061
3135,16-06-08,740,-621,-119
3136,13-06-08,45,-3417,3372
3137,12-06-08,5551,-9690,4139
3138,11-06-08,1999,-3078,1079
3139,10-06-08,3149,-2763,-386
3140,09-06-08,119,-1593,1474
3141,05-06-08,748,1226,-1974
3142,04-06-08,-609,-2166,2775
3143,03-06-08,2459,-1654,-805
3144,02-06-08,634,1175,-1809
3145,30-05-08,-1918,2335,-417
3146,29-05-08,-6001,757,5244
3147,28-05-08,800,3539,-4339
3148,27-05-08,-1020,-206,1226
3149,26-05-08,545,-1326,781
3150,23-05-08,1766,276,-2041
3151,22-05-08,4020,-1780,-2240
3152,21-05-08,1153,1395,-2547
3153,20-05-08,2663,-1978,-686
3154,19-05-08,1246,-571,-675
3155,16-05-08,-1126,4473,-3347
3156,15-05-08,-7160,3217,3943
3157,14-05-08,1306,-24,-1282
3158,13-05-08,-1485,512,973
3159,09-05-08,4569,1256,-5825
3160,08-05-08,1285,-3329,2044
3161,07-05-08,-1102,-212,1313
3162,06-05-08,-2047,-342,2388
3163,02-05-08,-2039,1223,816
3164,30-04-08,61,-3149,3087
3165,29-04-08,604,585,-1189
3166,28-04-08,1271,2826,-4098
3167,25-04-08,-2801,946,1855
3168,24-04-08,608,1254,-1861
3169,23-04-08,-750,-1982,2732
3170,22-04-08,79,286,-365
3171,21-04-08,-2719,3262,-543
3172,18-04-08,-151,-2779,2930
3173,17-04-08,-2459,1574,884
3174,16-04-08,-1161,-2550,3711
3175,15-04-08,2292,-3712,1420
3176,14-04-08,3108,-1079,-2030
3177,11-04-08,-495,-5091,5586
3178,10-04-08,2495,-4404,1910
3179,08-04-08,1932,713,-2645
3180,07-04-08,-3219,-1657,4875
3181,04-04-08,-1717,804,913
3182,03-04-08,-2417,-154,2571
3183,02-04-08,-4375,2389,1985
3184,01-04-08,350,256,-606
3185,31-03-08,466,2013,-2479
3186,28-03-08,-3467,1406,2062
3187,27-03-08,185,-2144,1958
3188,26-03-08,409,987,-1396
3189,25-03-08,-3467,4478,-1011
3190,24-03-08,-991,449,542
3191,21-03-08,-1135,797,338
3192,20-03-08,453,-711,258
3193,19-03-08,-3534,5329,-1794
3194,18-03-08,345,-4196,3851
3195,17-03-08,995,-6465,5469
3196,14-03-08,1315,-2824,1509
3197,13-03-08,4517,-7728,3211
3198,12-03-08,-2707,-1126,3833
3199,11-03-08,1490,-4304,2814
3200,10-03-08,-806,-2570,3376
3201,07-03-08,3788,-3366,-423
3202,06-03-08,-2599,-1482,4081
3203,05-03-08,941,-3234,2294
3204,04-03-08,2765,-3426,660
3205,03-03-08,2611,-2381,-230
3206,29-02-08,3878,-213,-3665
3207,28-02-08,-1464,1474,-10
3208,27-02-08,-1914,567,1347
3209,26-02-08,-810,1489,-679
3210,25-02-08,-2182,-2591,4773
3211,22-02-08,4004,-2398,-1605
3212,21-02-08,27,-2396,2369
3213,20-02-08,3088,630,-3718
3214,19-02-08,-1254,-1779,3033
3215,18-02-08,590,-1495,905
3216,15-02-08,149,-778,629
3217,14-02-08,-4679,-2493,7172
3218,13-02-08,2258,-2524,265
3219,12-02-08,2358,-4274,1916
3220,11-02-08,2941,-5057,2116
3221,05-02-08,-1475,-1680,3155
3222,04-02-08,-3821,2656,1165
3223,01-02-08,866,773,-1639
3224,31-01-08,-4890,-137,5028
3225,30-01-08,-912,-893,1806
3226,29-01-08,604,-4085,3481
3227,28-01-08,943,-2686,1743
3228,25-01-08,-1335,-991,2326
3229,24-01-08,-88,-4032,4120
3230,23-01-08,506,-5711,5205
3231,22-01-08,-1570,-8289,9859
3232,21-01-08,1897,-4092,2195
3233,18-01-08,3203,-10056,6853
3234,17-01-08,2243,-6982,4739
3235,16-01-08,1449,-10162,8713
3236,15-01-08,-35,-3455,3489
3237,14-01-08,188,-5468,5279
3238,11-01-08,2470,-1420,-1050
3239,10-01-08,2968,-773,-2195
3240,09-01-08,871,-3782,2911
3241,08-01-08,565,-3695,3129
3242,07-01-08,2810,-5006,2196
3243,04-01-08,401,-994,594
3244,03-01-08,1591,-3202,1611
3245,02-01-08,3622,659,-4281
3246,28-12-07,-679,221,458
3247,27-12-07,-2458,264,2193
3248,26-12-07,-1198,-187,1386
3249,24-12-07,-2067,-364,2431
3250,21-12-07,-2905,-2976,5882
3251,20-12-07,2168,-1351,-817
3252,18-12-07,1105,-6250,5145
3253,17-12-07,1920,-2432,512
3254,14-12-07,3253,-4759,1506
3255,13-12-07,5551,-251,-5300
3256,12-12-07,922,-4101,3179
3257,11-12-07,-22,-1600,1622
3258,10-12-07,-688,-265,953
3259,07-12-07,-1725,2953,-1229
3260,06-12-07,-3146,1126,2021
3261,05-12-07,-224,-2064,2288
3262,04-12-07,504,-2673,2169
3263,03-12-07,1354,45,-1399
3264,30-11-07,-4864,407,4457
3265,29-11-07,-6459,-390,6848
3266,28-11-07,2471,-811,-1660
3267,27-11-07,-2577,-2496,5074
3268,26-11-07,221,704,-925
3269,23-11-07,-3634,-784,4419
3270,22-11-07,-1307,-5646,6953
3271,21-11-07,3943,-423,-3521
3272,20-11-07,3159,-7102,3943
3273,19-11-07,884,-2236,1352
3274,16-11-07,2695,-4747,2052
3275,15-11-07,-919,-4836,5755
3276,14-11-07,1218,-6455,5238
3277,13-11-07,2334,-8774,6441
3278,12-11-07,2108,-2688,580
3279,09-11-07,1138,-8498,7360
3280,08-11-07,9527,-3776,-5751
3281,07-11-07,-702,106,596
3282,06-11-07,-182,-5862,6044
3283,05-11-07,2769,-1429,-1340
3284,02-11-07,4178,-2003,-2175
3285,01-11-07,-78,540,-463
3286,31-10-07,232,-1988,1756
3287,30-10-07,735,1020,-1755
3288,29-10-07,448,951,-1398
3289,26-10-07,-3389,-2782,6171
3290,25-10-07,-1745,-370,2115
3291,24-10-07,-2263,2005,258
3292,23-10-07,3526,-3299,-227
3293,22-10-07,-1091,-1379,2471
3294,19-10-07,3304,-1489,-1815
3295,18-10-07,849,-2507,1658
3296,17-10-07,4553,-4518,-34
3297,16-10-07,2962,-4289,1327
3298,15-10-07,845,-2215,1370
3299,12-10-07,4621,-633,-3987
3300,11-10-07,1410,-3685,2275
3301,10-10-07,-2020,207,1814
3302,09-10-07,1343,-1842,499
3303,08-10-07,-554,2457,-1903
3304,05-10-07,504,1359,-1863
3305,04-10-07,2509,-3352,843
3306,02-10-07,-7062,6020,1041
3307,01-10-07,-1324,-691,2014
3308,28-09-07,1037,-155,-882
3309,27-09-07,-502,-938,1440
3310,21-09-07,1785,-2010,225
3311,20-09-07,-3425,1807,1619
3312,19-09-07,-6979,-3479,10458
3313,18-09-07,3068,-1346,-1722
3314,17-09-07,1574,-1286,-287
3315,14-09-07,-1647,-2607,4254
3316,13-09-07,-542,-3875,4417
3317,12-09-07,1843,21,-1864
3318,11-09-07,771,-2471,1700
3319,10-09-07,1854,-1686,-168
3320,07-09-07,-1108,1258,-150
3321,06-09-07,-1175,-3985,5160
3322,05-09-07,2369,2805,-5174
3323,04-09-07,-1380,-631,2012
3324,03-09-07,1173,-577,-596
3325,31-08-07,-4999,-2237,7236
3326,30-08-07,168,-3368,3200
3327,29-08-07,1028,-6968,5939
3328,28-08-07,-1449,-3163,4612
3329,27-08-07,-114,662,-548
3330,24-08-07,1514,-2213,698
3331,23-08-07,-3929,-1042,4971
3332,22-08-07,613,-4846,4234
3333,21-08-07,285,-3053,2768
3334,20-08-07,5554,-3801,-1753
3335,17-08-07,4460,-8716,4256
3336,16-08-07,-6988,-10327,17315
3337,14-08-07,-350,-2260,2610
3338,13-08-07,-2357,-4658,7015
3339,10-08-07,7412,-5257,-2155
3340,09-08-07,-357,563,-206
3341,08-08-07,-3422,-4534,7955
3342,07-08-07,1604,-4693,3089
3343,06-08-07,3053,-4951,1898
3344,03-08-07,-90,-2467,2557
3345,02-08-07,1098,-4658,3560
3346,01-08-07,5838,-5192,-646
3347,31-07-07,1372,-1332,-40
3348,30-07-07,719,-5669,4950
3349,27-07-07,7138,-8425,1287
3350,26-07-07,3989,-5168,1179
3351,25-07-07,2983,-6656,3673
3352,24-07-07,74,-584,510
3353,23-07-07,1444,-2743,1299
3354,20-07-07,-2139,-762,2901
3355,19-07-07,678,-4496,3818
3356,18-07-07,4396,-5921,1524
3357,16-07-07,1124,-6376,5252
3358,13-07-07,-4071,-954,5025
3359,12-07-07,-41,864,-823
3360,11-07-07,1855,-1935,79
3361,10-07-07,1144,-793,-351
3362,09-07-07,246,991,-1237
3363,06-07-07,-11,-273,284
3364,05-07-07,-2280,1729,550
3365,04-07-07,-293,520,-227
3366,03-07-07,-2253,676,1578
3367,02-07-07,-1315,-1015,2331
3368,29-06-07,-2118,-1083,3202
3369,28-06-07,69,-855,787
3370,27-06-07,918,-1657,739
3371,26-06-07,334,-3227,2892
3372,25-06-07,-2155,-2322,4477
3373,22-06-07,1421,-1167,-255
3374,21-06-07,-791,997,-206
3375,20-06-07,1012,-3189,2178
3376,19-06-07,3956,-1859,-2097
3377,18-06-07,1284,-3508,2224
3378,15-06-07,1053,778,-1831
3379,14-06-07,-4644,-4612,9256
3380,13-06-07,920,-3160,2240
3381,12-06-07,-884,-3020,3903
3382,11-06-07,1697,-970,-727
3383,08-06-07,2116,-4386,2269
3384,07-06-07,2229,-3709,1480
3385,05-06-07,432,-445,13
3386,04-06-07,606,1941,-2546
3387,01-06-07,-1270,92,1178
3388,31-05-07,-2369,-250,2619
3389,30-05-07,2109,320,-2428
3390,29-05-07,461,1255,-1715
3391,28-05-07,1227,-68,-1159
3392,25-05-07,1270,-1336,66
3393,23-05-07,-484,833,-348
3394,22-05-07,512,4660,-5171
3395,21-05-07,-1893,-1932,3826
3396,18-05-07,229,2,-231
3397,17-05-07,1071,880,-1951
3398,16-05-07,633,-753,121
3399,15-05-07,-942,210,732
3400,14-05-07,1057,39,-1096
3401,11-05-07,2124,-20,-2104
3402,10-05-07,-546,1124,-578
3403,09-05-07,1117,-2008,890
3404,08-05-07,300,1479,-1778
3405,07-05-07,269,-1202,933
3406,04-05-07,-340,-632,971
3407,03-05-07,1337,-672,-665
3408,02-05-07,235,-193,-43
3409,30-04-07,93,565,-658
3410,27-04-07,342,1801,-2143
3411,26-04-07,-869,-745,1614
3412,25-04-07,2153,-608,-1545
3413,24-04-07,1005,1514,-2519
3414,23-04-07,-212,3053,-2841
3415,20-04-07,-237,544,-308
3416,19-04-07,2142,719,-2861
3417,18-04-07,-567,934,-367
3418,17-04-07,-202,2436,-2234
3419,16-04-07,-271,775,-504
3420,13-04-07,-1347,3971,-2624
3421,12-04-07,-1852,-948,2800
3422,11-04-07,-1609,2043,-435
3423,10-04-07,2284,1314,-3599
3424,09-04-07,584,1675,-2259
3425,06-04-07,280,1801,-2081
3426,05-04-07,-1050,2402,-1352
3427,04-04-07,-2267,4101,-1835
3428,03-04-07,1110,838,-1948
3429,02-04-07,601,-1052,451
3430,30-03-07,1078,939,-2017
3431,29-03-07,142,-624,482
3432,28-03-07,1669,532,-2201
3433,27-03-07,-874,-379,1253
3434,26-03-07,-983,385,598
3435,23-03-07,-801,733,68
3436,22-03-07,-1530,677,852
3437,21-03-07,-148,371,-223
3438,20-03-07,-397,139,258
3439,19-03-07,-731,-1881,2612
3440,16-03-07,-193,-345,538
3441,15-03-07,-268,-1656,1923
3442,14-03-07,1603,-2275,673
3443,13-03-07,523,567,-1090
3444,12-03-07,-788,680,108
3445,09-03-07,367,426,-793
3446,08-03-07,-62,-2763,2824
3447,07-03-07,94,618,-712
3448,06-03-07,863,-2608,1745
3449,05-03-07,2093,-2787,694
3450,02-03-07,1987,-1544,-442
3451,28-02-07,4739,-3075,-1664
3452,27-02-07,55,255,-311
3453,26-02-07,130,1659,-1789
3454,23-02-07,-903,4545,-3642
3455,22-02-07,-2240,278,1961
3456,21-02-07,-128,744,-616
3457,20-02-07,43,1451,-1494
3458,16-02-07,-224,1893,-1669
3459,15-02-07,-924,2517,-1593
3460,14-02-07,-2110,-136,2246
3461,13-02-07,332,-1862,1530
3462,12-02-07,1523,-1213,-310
3463,09-02-07,-857,-1061,1918
3464,08-02-07,1059,-2079,1020
3465,07-02-07,-4,977,-973
3466,06-02-07,-334,1123,-789
3467,05-02-07,-1550,2783,-1233
3468,02-02-07,-4706,3515,1191
3469,01-02-07,-2459,78,2382
3470,31-01-07,484,460,-944
3471,30-01-07,-557,-1023,1580
3472,29-01-07,794,-557,-237
3473,26-01-07,-5,-562,567
3474,25-01-07,-850,761,89
3475,24-01-07,-1223,475,748
3476,23-01-07,-714,474,240
3477,22-01-07,-373,-369,741
3478,19-01-07,344,957,-1301
3479,18-01-07,-417,-461,878
3480,17-01-07,339,1668,-2006
3481,16-01-07,-385,-518,902
3482,15-01-07,-543,3267,-2724
3483,12-01-07,-197,718,-521
3484,11-01-07,1122,-272,-850
3485,10-01-07,1883,-558,-1325
3486,09-01-07,343,-102,-241
3487,08-01-07,1418,-2318,899
3488,05-01-07,2019,-175,-1843
3489,04-01-07,2301,-907,-1394
3490,03-01-07,1458,-561,-897
3491,02-01-07,301,194,-495
3492,28-12-06,-556,-248,804
3493,27-12-06,380,148,-528
3494,26-12-06,-312,1596,-1285
3495,22-12-06,-946,1219,-273
3496,21-12-06,276,1144,-1420
3497,20-12-06,-592,-167,758
3498,19-12-06,428,-612,183
3499,18-12-06,-341,260,81
3500,15-12-06,679,-415,-264
3501,14-12-06,-1114,7756,-6642
3502,13-12-06,285,7,-291
3503,12-12-06,367,1457,-1824
3504,11-12-06,340,-270,-70
3505,08-12-06,1047,-1689,643
3506,07-12-06,-492,-651,1143
3507,06-12-06,-129,169,-39
3508,05-12-06,-190,802,-612
3509,04-12-06,1097,-833,-264
3510,01-12-06,-322,460,-139
3511,30-11-06,-1098,990,108
3512,29-11-06,-1279,-1437,2716
3513,28-11-06,884,-1356,472
3514,27-11-06,802,-901,99
3515,24-11-06,79,-1180,1101
3516,23-11-06,789,-834,45
3517,22-11-06,-244,-942,1186
3518,21-11-06,1027,-2135,1107
3519,20-11-06,899,-102,-797
3520,17-11-06,-134,-776,910
3521,16-11-06,58,1069,-1127
3522,15-11-06,-389,1788,-1399
3523,14-11-06,-364,603,-239
3524,13-11-06,1340,-820,-520
3525,10-11-06,581,-917,336
3526,09-11-06,-417,-411,828
3527,08-11-06,351,-236,-115
3528,07-11-06,-975,-808,1783
3529,06-11-06,1435,-1803,367
3530,03-11-06,701,-2147,1446
3531,02-11-06,-703,-1673,2376
3532,01-11-06,221,-2030,1809
3533,31-10-06,-193,-1416,1609
3534,30-10-06,-100,-1131,1231
3535,27-10-06,959,-1203,244
3536,26-10-06,174,571,-745
3537,25-10-06,-519,6,513
3538,24-10-06,938,40,-979
3539,23-10-06,2082,-3609,1527
3540,20-10-06,770,-1750,980
3541,19-10-06,370,-489,120
3542,18-10-06,-1066,-1773,2839
3543,17-10-06,-845,-303,1148
3544,16-10-06,248,-333,85
3545,13-10-06,-1588,-353,1941
3546,12-10-06,1371,-1377,6
3547,11-10-06,-566,262,305
3548,10-10-06,-1270,1192,79
3549,09-10-06,-6019,4739,1279
3550,04-10-06,222,1001,-1223
3551,02-10-06,-1204,-565,1770
3552,29-09-06,-1150,167,982
3553,28-09-06,-2321,-279,2600
3554,27-09-06,-2588,124,2464
3555,26-09-06,836,311,-1147
3556,25-09-06,-474,-2958,3432
3557,22-09-06,1555,-642,-913
3558,21-09-06,367,-621,254
3559,20-09-06,2209,-3555,1345
3560,19-09-06,546,659,-1204
3561,18-09-06,-3376,-727,4103
3562,15-09-06,610,-2105,1495
3563,14-09-06,-1550,-1994,3544
3564,13-09-06,392,10,-402
3565,12-09-06,1814,-2905,1090
3566,11-09-06,984,-304,-680
3567,08-09-06,-301,-781,1083
3568,07-09-06,64,-2083,2018
3569,06-09-06,-375,1364,-989
3570,05-09-06,-715,927,-212
3571,04-09-06,-486,1021,-535
3572,01-09-06,-35,-1215,1250
3573,31-08-06,-2973,-1254,4228
3574,30-08-06,118,-382,264
3575,29-08-06,-1739,194,1545
3576,28-08-06,-902,-30,932
3577,25-08-06,-813,-1633,2446
3578,24-08-06,1879,-2336,457
3579,23-08-06,1446,-1577,130
3580,22-08-06,-378,-3321,3699
3581,21-08-06,744,-481,-263
3582,18-08-06,-1444,1418,26
3583,17-08-06,-2775,403,2372
3584,16-08-06,-1933,-1569,3501
3585,14-08-06,-558,-2598,3155
3586,11-08-06,1226,-2449,1222
3587,10-08-06,2734,-885,-1849
3588,09-08-06,-706,-852,1559
3589,08-08-06,-1682,-3064,4746
3590,07-08-06,922,803,-1725
3591,04-08-06,-940,-1336,2275
3592,03-08-06,367,208,-575
3593,02-08-06,731,-2152,1421
3594,01-08-06,-305,-1696,2001
3595,31-07-06,-101,1131,-1030
3596,28-07-06,-417,-787,1203
3597,27-07-06,-2009,-2333,4342
3598,26-07-06,-580,-38,619
3599,25-07-06,-2968,-865,3833
3600,24-07-06,1849,-2373,524
3601,21-07-06,-281,-672,953
3602,20-07-06,-1591,-1218,2809
3603,19-07-06,19,-1183,1164
3604,18-07-06,65,-876,811
3605,14-07-06,2887,-962,-1925
3606,13-07-06,1392,-674,-718
3607,12-07-06,454,-1725,1270
3608,11-07-06,731,-443,-287
3609,10-07-06,-1794,-2921,4715
3610,07-07-06,-84,561,-477
3611,06-07-06,1608,-791,-818
3612,05-07-06,-690,-144,834
3613,04-07-06,584,530,-1114
3614,03-07-06,1281,-35,-1246
3615,30-06-06,-3446,2013,1432
3616,29-06-06,-1565,-1831,3396
3617,28-06-06,994,-1329,335
3618,27-06-06,61,-458,397
3619,26-06-06,-149,-1833,1982
3620,23-06-06,866,-1266,401
3621,22-06-06,-381,-154,535
3622,21-06-06,1595,-2005,411
3623,20-06-06,1357,-629,-728
3624,19-06-06,596,-376,-219
3625,16-06-06,-2375,-485,2860
3626,15-06-06,1471,-1136,-335
3627,14-06-06,106,-5106,5000
3628,13-06-06,939,-1651,712
3629,12-06-06,149,-2480,2331
3630,09-06-06,2808,-5369,2560
3631,08-06-06,2701,-1415,-1286
3632,07-06-06,-1296,-2268,3564
3633,05-06-06,-17,1031,-1014
3634,02-06-06,-1071,-488,1559
3635,01-06-06,-429,614,-185
3636,30-05-06,-996,998,-2
3637,29-05-06,-544,1439,-895
3638,26-05-06,-1086,-835,1921
3639,25-05-06,1574,-2345,771
3640,24-05-06,-193,-3779,3972
3641,23-05-06,-493,-6681,7173
3642,22-05-06,902,-989,87
3643,19-05-06,2502,-4690,2188
3644,18-05-06,1957,-4129,2172
3645,17-05-06,-953,-1069,2023
3646,16-05-06,1965,-3575,1609
3647,15-05-06,2594,-3131,536
3648,12-05-06,3351,-854,-2497
3649,11-05-06,560,-3069,2509
3650,10-05-06,-251,-259,510
3651,09-05-06,-727,1362,-634
3652,08-05-06,-233,-32,264
3653,04-05-06,696,-1136,440
3654,03-05-06,-23,-932,955
3655,02-05-06,664,-1694,1030
3656,28-04-06,2747,-1744,-1003
3657,27-04-06,885,-6899,6013
3658,26-04-06,-1206,-2596,3802
3659,25-04-06,446,-4891,4445
3660,24-04-06,2540,128,-2668
3661,21-04-06,-1493,1150,343
3662,20-04-06,519,-244,-275
3663,19-04-06,-2271,3158,-888
3664,18-04-06,-1347,-1100,2447
3665,17-04-06,1379,560,-1938
3666,14-04-06,-3743,691,3052
3667,13-04-06,634,-1821,1187
3668,12-04-06,901,-1809,908
3669,11-04-06,890,8942,-9831
3670,10-04-06,-735,-1286,2022
3671,07-04-06,-553,551,2
3672,06-04-06,-2680,1250,1430
3673,05-04-06,-1680,3234,-1554
3674,04-04-06,-2255,4971,-2716
3675,03-04-06,-3387,2412,975
3676,31-03-06,-2991,1127,1865
3677,30-03-06,-1554,-387,1941
3678,29-03-06,-1810,-837,2648
3679,28-03-06,-1544,1163,381
3680,27-03-06,-1972,1245,727
3681,24-03-06,-1451,410,1040
3682,23-03-06,920,1139,-2059
3683,22-03-06,3196,512,-3708
3684,21-03-06,523,857,-1380
3685,20-03-06,-1246,-676,1922
3686,17-03-06,-877,-5,882
3687,16-03-06,-2318,1266,1052
3688,15-03-06,-1510,-777,2287
3689,14-03-06,1037,2018,-3055
3690,13-03-06,-1050,441,608
3691,10-03-06,572,302,-874
3692,09-03-06,1751,-3093,1341
3693,08-03-06,1082,-4821,3739
3694,07-03-06,1391,-1303,-88
3695,06-03-06,0,-2236,2236
3696,03-03-06,3910,-1461,-2449
3697,02-03-06,51,-248,198
3698,28-02-06,-359,0,359
3699,27-02-06,-394,807,-413
3700,24-02-06,-1553,59,1493
3701,23-02-06,-3474,114,3360
3702,22-02-06,1838,859,-2697
3703,21-02-06,195,-1527,1331
3704,20-02-06,-2181,-1114,3295
3705,17-02-06,-3031,1820,1211
3706,16-02-06,-2499,-219,2719
3707,15-02-06,2720,-1343,-1376
3708,14-02-06,-476,-3811,4287
3709,13-02-06,1877,651,-2528
3710,10-02-06,-611,-53,664
3711,09-02-06,1400,477,-1877
3712,08-02-06,824,-1506,683
3713,07-02-06,-192,-297,489
3714,06-02-06,877,-777,-100
3715,03-02-06,2214,557,-2771
3716,02-02-06,1421,-1463,42
3717,01-02-06,-1770,1421,349
3718,31-01-06,-1673,3010,-1337
3719,27-01-06,-2256,1604,652
3720,26-01-06,171,2179,-2350
3721,25-01-06,712,6481,-7193
3722,24-01-06,-664,3206,-2542
3723,23-01-06,-5209,963,4246
3724,20-01-06,-1958,4622,-2664
3725,19-01-06,-988,835,153
3726,18-01-06,1185,-3107,1922
3727,17-01-06,1041,960,-2001
3728,16-01-06,-865,-851,1717
3729,13-01-06,-796,-416,1211
3730,12-01-06,-700,1632,-932
3731,11-01-06,-380,-2158,2538
3732,10-01-06,530,834,-1364
3733,09-01-06,627,-1540,913
3734,06-01-06,-1693,113,1580
3735,05-01-06,-2203,865,1338
3736,04-01-06,-2311,1876,434
3737,03-01-06,1162,-62,-1100
3738,02-01-06,-1578,394,1183
3739,29-12-05,-1578,394,1183
3740,28-12-05,700,-1249,549
3741,27-12-05,-1603,28,1575
3742,26-12-05,-459,-852,1311
3743,23-12-05,311,-943,633
3744,22-12-05,861,-183,-678
3745,21-12-05,-15,-304,319
3746,20-12-05,128,-1155,1027
3747,19-12-05,-1128,-2872,4001
3748,16-12-05,1517,-1647,129
3749,15-12-05,576,-2427,1851
3750,14-12-05,1175,1229,-2404
3751,13-12-05,34,-1246,1212
3752,12-12-05,-2123,-2905,5028
3753,09-12-05,81,-2524,2443
3754,08-12-05,1290,-1494,204
3755,07-12-05,990,-215,-775
3756,06-12-05,-965,582,383
3757,05-12-05,-842,1066,-224
3758,02-12-05,-1973,3639,-1666
3759,01-12-05,-493,-215,708
3760,30-11-05,-2197,-978,3175
3761,29-11-05,1106,-760,-345
3762,28-11-05,-126,-300,426
3763,25-11-05,49,-1285,1236
3764,24-11-05,-372,585,-213
3765,23-11-05,-1788,-443,2231
3766,22-11-05,2946,-1949,-997
3767,21-11-05,622,146,-767
3768,18-11-05,-273,1256,-983
3769,17-11-05,-66,153,-87
3770,16-11-05,-721,-624,1345
3771,15-11-05,914,-779,-136
3772,14-11-05,-778,1786,-1008
3773,11-11-05,-3900,333,3567
3774,10-11-05,-482,-939,1421
3775,09-11-05,-2018,-412,2431
3776,08-11-05,-1138,-523,1662
3777,07-11-05,-85,80,5
3778,04-11-05,-2490,795,1695
3779,03-11-05,-2597,1191,1405
3780,02-11-05,-3044,398,2646
3781,01-11-05,-1825,2403,-578
3782,31-10-05,-527,-909,1436
3783,28-10-05,3095,-557,-2538
3784,27-10-05,1865,72,-1937
3785,26-10-05,2460,-648,-1813
3786,25-10-05,641,-907,266
3787,24-10-05,581,-214,-367
3788,21-10-05,-3274,-2383,5657
3789,20-10-05,-1483,-1473,2956
3790,19-10-05,1180,-2774,1594
3791,18-10-05,-1671,-1982,3653
3792,17-10-05,-535,-978,1514
3793,14-10-05,2011,-2251,240
3794,13-10-05,7044,-878,-6165
3795,12-10-05,2270,-466,-1804
3796,11-10-05,-1708,-632,2340
3797,10-10-05,-3122,-1177,4299
3798,07-10-05,225,-4171,3946
3799,06-10-05,4085,-2077,-2008
3800,05-10-05,2067,4,-2071
3801,04-10-05,-916,-2212,3129
3802,30-09-05,-718,-339,1057
3803,29-09-05,-1010,-521,1532
3804,28-09-05,-733,-466,1199
3805,27-09-05,-332,-634,966
3806,26-09-05,-1821,-2817,4638
3807,23-09-05,1828,-2182,353
3808,22-09-05,579,-1218,639
3809,21-09-05,-681,822,-142
3810,20-09-05,1150,-688,-461
3811,16-09-05,1135,-1277,142
3812,15-09-05,1455,-498,-958
3813,14-09-05,-49,-1590,1639
3814,13-09-05,537,748,-1285
3815,12-09-05,-43,1505,-1462
3816,09-09-05,173,-1260,1087
3817,08-09-05,-663,14,649
3818,07-09-05,-2117,472,1645
3819,06-09-05,-2725,-873,3598
3820,05-09-05,-144,338,-194
3821,02-09-05,-2754,1307,1446
3822,01-09-05,-2168,816,1352
3823,31-08-05,-908,-214,1122
3824,30-08-05,427,-393,-34
3825,29-08-05,-128,859,-732
3826,26-08-05,-448,-278,726
3827,25-08-05,646,-2538,1891
3828,24-08-05,2805,-63,-2743
3829,23-08-05,377,-3534,3157
3830,22-08-05,-1655,-1453,3108
3831,19-08-05,17,-353,336
3832,18-08-05,801,-641,-159
3833,17-08-05,200,-1984,1784
3834,16-08-05,248,-518,270
3835,12-08-05,229,125,-354
3836,11-08-05,-844,218,625
3837,10-08-05,22,675,-697
3838,09-08-05,-71,-1006,1077
3839,08-08-05,-699,-878,1577
3840,05-08-05,-1777,-505,2282
3841,04-08-05,-1220,-446,1666
3842,03-08-05,-207,219,-12
3843,02-08-05,-744,926,-182
3844,01-08-05,-57,792,-734
3845,29-07-05,-719,683,35
3846,28-07-05,-612,1148,-536
3847,27-07-05,-315,-110,425
3848,26-07-05,-850,679,171
3849,25-07-05,-2185,-502,2687
3850,22-07-05,-1811,-834,2645
3851,21-07-05,776,443,-1220
3852,20-07-05,-1670,1631,39
3853,19-07-05,-140,-340,480
3854,18-07-05,439,-1041,602
3855,15-07-05,-787,1353,-566
3856,14-07-05,-2164,1670,494
3857,13-07-05,-1373,728,645
3858,12-07-05,-1283,3044,-1761
3859,11-07-05,-1837,1166,670
